id,english,hindi
205,They have called twice from Elias' school.,वे एलियास के स्कूल से दो बार बुला चुके हैं.
206,Loading archive,अभिलेख लोड कर रहा है
207,The provided target_name parameter was ill-formed.,दिया गया लक्ष्यनाम पैरामीटर कु-रूप था.
208,_Cost:,लागत (_C):
209,Commit your changes to the Subversion tree,कमिट को सबवर्सन ट्री
210,Music,संगीतPhonon::
211,No!,नहीं!
212,Everything have We recorded in a Book.,और हमने हर चीज़ लिखकर गिन रखी है
213,Subdocument:,उपदस्तावेज़:
214,* No Summary *,* कोई सारांश नहीं *
215,GroupWise Work Screen Name 2,समूह अनुसार कार्य स्क्रीन नाम 2
216,Paint concrete (cannot dig),कांक्रीट (खोद नहीं सकते हैं)
217,"""Because God has chosen to call Nanette from this life,","""क्योंकि परमेश्वर चुना है इस जीवन से Nanette फोन,"
218,"Were there for us a return, we would be of the believers.","क्या ही अच्छा होता कि हमें एक बार फिर पलटना होता, तो हम मोमिनों में से हो जाते!"""
219,Use sound theme,ध्वनि प्रसंग का प्रयोग करें
220,The precommand crashed.,प्रीकमांड क्रैश हो गया.
221,Driver could not be loaded,ड्राइवर लोड नहीं किया जा सकता...
222,A team is nothing but pieces you switch out until you get the job done.,एक टीम आप के लिए काम मिल जब तक आप बाहर स्विच लेकिन टुकड़े कुछ भी नहीं है.
223,I'd say that was a lot of male bonding packed into very little time.,L 'घ कहना है कि पुरुष बहुत कम समय में पैक संबंध का एक बहुत कुछ था.
224,720 x 360 DPI,720 x 360 डीपीआई
225,_New Contact...,नया संपर्क...(_N)
226,Chart Settings,कार्य विन्यास
227,And the producers of sparks [when] striking,"फिर ठोकरों से चिनगारियाँ निकालते है,"
228,"Labouring (hard), weary,-","कठिन परिश्रम में पड़े, थके-हारे"
229,What ails you that you judge in such a wise?,(अरे कम्बख्तों) तुम्हें क्या जुनून हो गया है तुम लोग (बैठे-बैठे) कैसा फैसला करते हो
230,"And such were 'Aad. They gainsaid the signs of their Lord, and disobeyed His apostles, and followed the bidding of any tyrant froward.",(ऐ रसूल) ये हालात क़ौमे आद के हैं जिन्होंने अपने परवरदिगार की आयतों से इन्कार किया और उसके पैग़म्बरों की नाफ़रमानी की और हर सरकश (दुश्मने ख़ुदा) के हुक्म पर चलते रहें
231,& Window,विंडो (W)
232,"who do you think they're going to believe, you or me?",तुम्हारा या मेरा ?
233,Burning data DVD,डाटा DVD लिख रहा है
234,Whether to ask for confirmation when deleting an appointment or task,क्या संपुष्टि के लिए पूछना है जब एक मुलाकात या कार्य मिटाना है
235,from the evil of those who blow on knots,"और गाँठो में फूँक मारने-वालों की बुराई से,"
236,And who might that be?,और कौन हो सकता है?
237,"God is the Originator of the heavens and the earth. Whenever He decides to do anything, He just commands it to exist and it comes into existence.",(वही) आसमान व ज़मीन का मोजिद है और जब किसी काम का करना ठान लेता है तो उसकी निसबत सिर्फ कह देता है कि ''हो जा'' पस वह (खुद ब खुद) हो जाता है
238,Asia/Kabul,एशिया/काबुल
239,Output whole document to stdout,सम्पूर्ण दस्तावेज़ स्टडआउट में आउटपुट करें
240,Resolving: %s,हल कर रहा है: %s
241,"And when they were told, ‘Settle in this town and eat thereof whence you wish; and say, ‘‘Relieve [us of the burden of our sins],’’ and enter prostrating at the gate, that We may forgive your iniquities, and soon We shall enhance the virtuous.’",और जब उनसे कहा गया कि उस गाँव में जाकर रहो सहो और उसके मेवों से जहाँ तुम्हारा जी चाहे (शौक़ से) खाओ (पियो) और मुँह से हुतमा कहते और सजदा करते हुए दरवाजे में दाखिल हो तो हम तुम्हारी ख़ताए बख्श देगें और नेकी करने वालों को हम कुछ ज्यादा ही देगें
242,"O you who believe! Stand out firmly for Allah and be just witnesses and let not the enmity and hatred of others make you avoid justice. Be just: that is nearer to piety, and fear Allah. Verily, Allah is Well-Acquainted with what you do.",ऐ ईमानदारों ख़ुदा (की ख़ुशनूदी) के लिए इन्साफ़ के साथ गवाही देने के लिए तैयार रहो और तुम्हें किसी क़बीले की अदावत इस जुर्म में न फॅसवा दे कि तुम नाइन्साफी करने लगो (ख़बरदार बल्कि) तुम (हर हाल में) इन्साफ़ करो यही परहेज़गारी से बहुत क़रीब है और ख़ुदा से डरो क्योंकि जो कुछ तुम करते हो (अच्छा या बुरा) ख़ुदा उसे ज़रूर जानता है
243,Except those who believe and do the right: For them there is reward unending.,अलबत्ता जो लोग ईमान लाए और उन्होंने अच्छे कर्म किए उनके लिए कभी न समाप्त॥ होनेवाला प्रतिदान है
244,Czech Republic,"चेक रिपब्लिकCountry name (optional, but should be translated)"
245,New _Memo,नया ज्ञापन (_M)
246,What time the greatest wretch of them rose up.,"जब उनमें का सबसे बड़ा दुर्भाग्यशाली उठ खड़ा हुआ,"
247,_Delete,हटाएं
248,"On the Day when We call all the people with their record, whosoever is given his book in his right hand shall read their book, and they shall not be wronged by as much as a single datefiber.",उस दिन (को याद करो) जब हम तमाम लोगों को उन पेशवाओं के साथ बुलाएँगें तो जिसका नामए अमल उनके दाहिने हाथ में दिया जाएगा तो वह लोग (खुश खुश) अपना नामए अमल पढ़ने लगेगें और उन पर रेशा बराबर ज़ुल्म नहीं किया जाएगा
249,"and you devour the inheritance greedily,",और मीरारा के माल (हलाल व हराम) को समेट कर चख जाते हो
250,"'No indeed; but he brought the truth, and confirmed the Envoys.",बल्कि ये तो हक़ बात लेकर आया है और (अगले) पैग़म्बरों की तसदीक़ करता है
251,How close is he?,वह कैसे बंद है?
252,( rock music playing ),(रॉकसंगीतखेल)
253,"Toothless, it's now or never!",टूथलेस! या तो अभी या कभी नहीं!
254,"There is only one selected file (""%s""). It is the image of a disc and its contents can be burned.","केवल एक चयनित फ़ाइल (""%s"") है. यह डिस्क की छवि है और इसकी सामग्री लिखी जा सकती है."
255,Name of script to run. Use '- 'for stdin.,पकड़ें
256,ELIZABETH:,एलिजाबेथ:
257,Let's go to Vegas.,चलो वेगास के पास जाओ.
258,It was very good.,यह बहुत अच्छा था.
259,the queen of spades,हुकुम की बेगम
260,"- You're lying, Elias.","- तुम झूठ बोल रहे हो, एलियास."
261,Don't be afraid.,डरो मत.
262,"His wife who was standing nearby, smiled and so We gave her the glad news that she would give birth to Isaac who would have a son, Jacob.",और इबराहीम की बीबी (सायरा) खड़ी हुई थी वह (ये ख़बर सुनकर) हॅस पड़ी तो हमने (उन्हेंफ़रिश्तों के ज़रिए से) इसहाक़ के पैदा होने की खुशख़बरी दी और इसहाक़ के बाद याक़ूब की
263,"And Lot, when he said to his people, “Do you commit lewdness no people anywhere have ever committed before you?”",और (लूत को हमने रसूल बनाकर भेजा था) जब उन्होनें अपनी क़ौम से कहा कि (अफसोस) तुम ऐसी बदकारी (अग़लाम) करते हो कि तुमसे पहले सारी ख़ुदाई में किसी ने ऐसी बदकारी नहीं की थी
264,Select the light source from which the shadow should originate...,प्रकाश स्रोत चुनें जिसमें से निकलती हो...
265,"And whosoever repents and does righteous good deeds, then verily, he repents towards Allah with true repentance.",और जिस शख्स ने तौबा कर ली और अच्छे अच्छे काम किए तो बेशक उसने ख़ुदा की तरफ (सच्चे दिल से) हक़ीकक़तन रुजु की
266,Oh!,ओह!
267,Enable Reminders,स्मरण संपादित करें
268,kmix: Mixer cannot be found. Please check that the soundcard is installed and the soundcard driver is loaded. On Linux you might need to use'insmod 'to load the driver. Use'soundon' when using commercial OSS.,के- मिक्स: कृपया जाँचें कि साउन्डकार्ड संस्थापित है तथा साउन्डकार्ड ड्राइवर लोड किया हुआ है. लिनक्स सिस्टम में आपको 'insmod' का उपयोग ड्राइवर लोड करने में करना पड़ सकता है. जब व्यावसायिक ओएसएस उपयोग करते हों तो इस्तेमाल करें 'soundon' का.
269,Copy Disc,डिस्क कॉपी करें
270,& Name:,नाम: (N)
271,So what makes you deny the Retribution?,"अब इसके बाद क्या है, जो बदले के विषय में तुम्हें झुठलाए?"
272,Envelope DL,लिफाफा डीएलName
273,When the Sky is cleft asunder;,जब आसमान तर्ख़ जाएगा
274,Could not delete folder meta file '%s': %s,'%s' फ़ोल्डर मेटा फ़ाइल विलोपित नहीं कर सका: %s
275,Notifies a critical event,गंभीर घटना की सूचना देता हैName
276,Right to Left,दाहिने से बांयें
277,KDE Index generator for help files.,मदद फ़ाइलों के लिए केडीई का निर्देशिका जेनरेटर.
278,electronvolts,कॉर्क रिंग
279,Show status field in the event/task/meeting editor,घटना/कार्य/बैठक संपादक में प्रस्थिति क्षेत्र दिखायें
280,"And the People given the Book(s) said, “None will enter Paradise unless he is a Jew or a Christian”; these are their own imaginations; say (O dear Prophet Mohammed – peace and blessings be upon him), “Bring your proof, if you are truthful.”",और (यहूद) कहते हैं कि यहूद (के सिवा) और (नसारा कहते हैं कि) नसारा के सिवा कोई बेहिश्त में जाने ही न पाएगा ये उनके ख्याली पुलाव है (ऐ रसूल) तुम उन से कहो कि भला अगर तुम सच्चे हो कि हम ही बेहिश्त में जाएँगे तो अपनी दलील पेश करो
281,Length:,लंबाईः
282,Then I did not know how sweet you are.,तब मुझे पता नहीं था तुम इतनी प्यारी हो.
283,The satans have not revealed the Quran;,इसे शैतान लेकर नहीं उतरे हैं।
284,_Text Color,पाठ रंग (_T)
285,"The Believers are but a single Brotherhood: So make peace and reconciliation between your two (contending) brothers; and fear Allah, that ye may receive Mercy.","मोमिन तो भाई-भाई ही है। अतः अपने दो भाईयो के बीच सुलह करा दो और अल्लाह का डर रखो, ताकि तुमपर दया की जाए"
286,Search for the Contact.,संपर्क के लिए खोजें.
287,"Does he give you a promise that when you are dead and turned to dust and bones, you will be raised to life again?",क्या यह तुमसे वादा करता है कि जब तुम मरकर मिट्टी और हड़्डियाँ होकर रह जाओगे तो तुम निकाले जाओगे?
288,Have you not considered those to whom a portion of the Book has been given? They buy error and desire that you should go astray from the way.,(ऐ रसूल) क्या तूमने उन लोगों के हाल पर नज़र नहीं की जिन्हें किताबे ख़ुदा का कुछ हिस्सा दिया गया था (मगर) वह लोग (हिदायत के बदले) गुमराही ख़रीदने लगे उनकी ऐन मुराद यह है कि तुम भी राहे रास्त से बहक जाओ
289,Mailbox,डाक डिब्बा
290,They will question you about the mountains. Say: 'My Lord will scatter them as ashes,(और ऐ रसूल) तुम से लोग पहाड़ों के बारे में पूछा करते हैं (कि क़यामत के रोज़ क्या होगा)
291,Answer,उत्तर
292,Copying folder %s,%s फ़ोल्डर नक़ल कर रहा है
293,Purposes,उद्देश्य
294,"A [gradually] sent down [revelation] from the All-beneficent, the All-merciful,",(ये किताब) रहमान व रहीम ख़ुदा की तरफ से नाज़िल हुई है ये (वह) किताब अरबी क़ुरान है
295,Fox Creek,"फ़ॉक्स क्रीकCity name (optional, probably does not need a translation)"
296,Dependencies (Graphic),डिपेंडेेंसीज़ (ग्राफ़िक)
297,Other application,अन्य अनुप्रयोग
298,Archived,अभिलेखित@ info: whatsthis
299,Failed to remove '%s': %s,'%s' को हटाने में विफल: %s
300,Parentheses Around,चारों ओर कोष्ठक
301,"Reclining therein on raised couches, they shall find therein neither (the severe heat of) the sun nor intense cold.","उसमें वे तख़्तों पर टेक लगाए होंगे, वे उसमें न तो सख़्त धूप देखेंगे औ न सख़्त ठंड़"
302,Canceled,रद्द
303,Developer and maintainer,डेवलपर तथा मेंटेनर
304,"Go ahead, come on down!","ठीक है, नीचे आ जाओ!"
305,"To the orphan with claims of relationship,","किसी निकटवर्ती अनाथ को,"
306,Absolutely.,बिल्कुल.
307,Same as you.,तुम्हारी तरह.
308,^Install Ubuntu Server,उबुन्टू सर्वर ^संस्थापित करे
309,& Calculate,गणना करें (C)
310,Start receiving,प्राप्त करना प्रारंभ करें
311,unknown@nowhere,unknown@ nowhere
312,I'm Lisa.,मैं लिसा हूँ.
313,A servant when he prays?,जो एक बन्दे को जब वह नमाज़ पढ़ता है तो वह रोकता है
314,"Alif-Lam-Mim. [These letters are one of the miracles of the Quran, and none but Allah (Alone) knows their meanings.]",अलिफ़॰ लाम॰ मीम॰
315,She knows nothing about your family.,उसे तुम्हारे परिवार के बारे में कुछ नहीं पता.
316,"He responds to those who believe and do good deeds, and gives them more of His bounty; agonizing torment awaits the deniers of the truth.","और वह उन लोगों की प्रार्थनाएँ स्वीकार करता है जो ईमान लाए और उन्होंने अच्छे कर्म किए। और अपने उदार अनुग्रह से उन्हें और अधिक प्रदान करता है। रहे इनकार करनेवाले, तो उनके लिए कड़ा यातना है"
317,The Imminent is near at hand;,निकट आनेवाली (क़ियामत की घड़ी) निकट आ गई
318,"No, not triangles.","नहीं, त्रिकोण नहीं।"
319,Do not read the pregaps at the end of every track,प्रत्येक ट्रैक के अंत में प्रीगेप्स को नहीं पढ़ें
320,"When that's done,","यह काम होने पर,"
321,Modify Identification,पहचान परिवर्धित करें
322,(GUN CLICKING),(बंदूक क्लिक)
323,"They bid thee hasten on the doom, when lo! hell verily will encompass the disbelievers",ये लोग तुमसे अज़ाब की जल्दी करते हैं और ये यक़ीनी बात है कि दोज़ख़ काफिरों को (इस तरह) घेर कर रहेगी (कि रुक न सकेंगे)
324,"This is wrong. This is all wrong, man.",यह गलत है के सभी गलत!
325,"Indeed in this is surely a sign, and most of them were not Muslims.",निस्संदेह इसमें एक बड़ी निशानी है। इसपर भी उनमें से अधिकतर माननेवाले नहीं
326,"If We willed, We could make it bitter, so why are you not grateful?",अगर हम चाहें तो उसे खारी बना दें तो तुम लोग यक्र क्यों नहीं करते
327,Failed to retrieve your personal information from the server.,सर्वर से आपकी व्यक्तिगत जानकारी को पुनः प्राप्त करने में विफल.
328,"In the Law of Equality there is (saving of) Life to you, o ye men of understanding; that ye may restrain yourselves.",और ऐ अक़लमनदों क़सास (के क़वाएद मुक़र्रर कर देने) में तुम्हारी ज़िन्दगी है (और इसीलिए जारी किया गया है ताकि तुम ख़ूंरेज़ी से) परहेज़ करो
329,"And of His signs is that He sends the winds as bringers of good tidings and to let you taste His mercy and so the ships may sail at His command and so you may seek of His bounty, and perhaps you will be grateful.",उसी की (क़ुदरत) की निशानियों में से एक ये भी है कि वह हवाओं को (बारिश) की ख़ुशख़बरी के वास्ते (क़ब्ल से) भेज दिया करता है और ताकि तुम्हें अपनी रहमत की लज्ज़त चखाए और इसलिए भी कि (इसकी बदौलत) कश्तियां उसके हुक्म से चल खड़ी हो और ताकि तुम उसके फज़ल व करम से (अपनी रोज़ी) की तलाश करो और इसलिए भी ताकि तुम शुक्र करो
330,"And did they not see the birds above them, spreading and closing their wings? None except the Most Gracious holds them up; indeed He sees all things.",क्या उन लोगों ने अपने सरों पर चिड़ियों को उड़ते नहीं देखा जो परों को फैलाए रहती हैं और समेट लेती हैं कि ख़ुदा के सिवा उन्हें कोई रोके नहीं रह सकता बेशक वह हर चीज़ को देख रहा है
331,Rights Management,रंग प्रबंधन
332,%s wishes to add to an existing task:,%s मौजूदा कार्य में जोड़ना चाहता है:
333,Hang up,हैंग अप
334,_Tasks,कार्य (_T)
335,"Watch out, world!","इंतज़ार कीजिए, दुनिया वालो!"
336,The likes of whom had never been created in the land?,वे ऐसे थे जिनके सदृश बस्तियों में पैदा नहीं हुए
337,"Enter your hand into the opening of your bosom, it will come forth white without evil, and draw your hand to yourself to ward off fear: so these two shall be two arguments from your Lord to Firon and his chiefs, surely they are a transgressing people.","अपना हाथ अपने गिरेबान में डाल। बिना किसी ख़राबी के चमकता हुआ निकलेगा। और भय के समय अपनी भुजा को अपने से मिलाए रख। ये दो निशानियाँ है तेरे रब की ओर से फ़िरऔन और उसके दरबारियों के पास लेकर जाने के लिए। निश्चय ही वे बड़े अवज्ञाकारी लोग है।"""
338,PV_ANNUITY(amount; interest; periods),PV_ ANNUITY( रकम; ब्याज; अवधि)
339,KTTS has not yet been configured. At least one Talker must be configured. Would you like to configure it now?,पाठ- से- वार्ता प्रबंधक
340,Failed to find Autodiscover element,स्वतः खोज तत्व ढूँढ़ने में विफल
341,"indeed what you are promised is true,",कि तुम से जो वायदा किया जाता है ज़रूर बिल्कुल सच्चा है
342,"Is it not a guidance for them (to know) how many a generation We destroyed before them, amid whose dwellings they walk? Lo! therein verily are signs for men of thought.",तो क्या उन (अहले मक्का) को उस (खुदा) ने ये नहीं बता दिया था कि हमने उनके पहले कितने लोगों को हलाक कर डाला जिनके घरों में ये लोग चलते फिरते हैं इसमें शक नहीं कि उसमें अक्लमंदों के लिए (कुदरते खुदा की) यक़ीनी बहुत सी निशानियाँ हैं
343,"At the base of that wall, you'll find a rock that has no earthly business in a Maine hayfield.","उस दीवार के नीचे, एक पत्थर मिलेगा"
344,"When they dishonoured their pledge We condemned them, and hardened their hearts. So they distort the words of the Scripture out of context, and have forgotten some of what they were warned against. You will always hear of treachery on their part except that of a few. But forbear and forgive them, for God loves those who do good.","फिर उनके बार-बार अपने वचन को भंग कर देने के कारण हमने उनपर लानत की और उनके हृदय कठोर कर दिए। वे शब्दों को उनके स्थान से फेरकर कुछ का कुछ कर देते है और जिनके द्वारा उन्हें याद दिलाया गया था, उसका एक बड़ा भाग वे भुला बैठे। और तुम्हें उनके किसी न किसी विश्वासघात का बराबर पता चलता रहेगा। उनमें ऐसा न करनेवाले थोड़े लोग है, तो तुम उन्हें क्षमा कर दो और उन्हें छोड़ो। निश्चय ही अल्लाह को वे लोग प्रिय है जो उत्तमकर्मी है"
345,That ship that appeared last night.,कल रात को दिखाई दिया कि उस जहाज.
346,What are you gonna do now?,तुम अब क्या करोगे?
347,Error: could not parse location string:,त्रुटि: स्थान स्ट्रिंग की व्याख्या नहीं की जा सकी:
348,"Do they not see how many of the generations We have destroyed before them? Verily, they will not return to them.",क्या उन्होंने नहीं देखा कि उनसे पहले कितनी ही नस्लों को हमने विनष्ट किया कि वे उनकी ओर पलटकर नहीं आएँगे?
349,Could not add the files to the archive,फ़ाइलों को अभिलेख में जोड़ नहीं सका
350,"To God belongs what is in the heavens and what is on earth, and God encompasses everything.",और जो कुछ आसमानों में है और जो कुछ ज़मीन में है (ग़रज़ सब कुछ) ख़ुदा ही का है और ख़ुदा ही सब चीज़ को (अपनी) कुदरत से घेरे हुए है
351,"Your Lord is best aware of what is in your hearts. If you are righteous, He will indeed forgive those who relent and revert (to serving Allah).",इसी तरह तू भी इन पर रहम फरमा तुम्हारे दिल की बात तुम्हारा परवरदिगार ख़ूब जानता है अगर तुम (वाक़ई) नेक होगे और भूले से उनकी ख़ता की है तो वह तुमको बख्श देगा क्योंकि वह तो तौबा करने वालों का बड़ा बख़शने वाला है
352,Wallis and Futuna,वालिस तथा फुतुनाName
353,Simple Free/Busy,सरल खाली/व्यस्तPermissions
354,"and admit them, Lord, to the Eternal Garden You have promised to them, together with their righteous ancestors, spouses, and offspring: You alone are the Almighty; the All Wise.","ऐ हमारे रब! और उन्हें सदैव रहने के बागों में दाख़िल कर जिनका तूने उनसे वादा किया है और उनके बाप-दादा और उनकी पत्नि यों और उनकी सन्ततियों में से जो योग्य हुए उन्हें भी। निस्संदेह तू प्रभुत्वशाली, अत्यन्त तत्वदर्शी है"
355,ARA,आराConstellation name (optional)
356,Copy the selected text to the clipboard,चयनित पाठ को क्लिपबोर्ड पर कॉपी करें
357,"(This is) the truth from your Lord, so be not of those who doubt.","यह हक़ तुम्हारे रब की ओर से हैं, तो तुम संदेह में न पड़ना"
358,List,सूची
359,Display the type column in the main window.,प्रदर्शक क़िस्म स्तंभ इंच मुख्य विंडो.
360,For those who fear their Lord in secret is forgiveness and a great reward.,बेशक जो लोग अपने परवरदिगार से बेदेखे भाले डरते हैं उनके लिए मग़फेरत और बड़ा भारी अज्र है
361,Default Sync Address:,तयशुदा तुल्यकालित पता:
362,All vitals on Cobra Commander are steady.,कोबराकमांडरपरसभीनब्ज स्थिर हैं.
363,"Then Satan said, ""Because you have made me go astray, I shall certainly try to seduce people into straying from the right path.",फ़रमाया (अच्छा मंजूर) तुझे ज़रूर मोहलत दी गयी कहने लगा चूँकि तूने मेरी राह मारी तो मैं भी तेरी सीधी राह पर बनी आदम को (गुमराह करने के लिए) ताक में बैठूं तो सही
364,Korean (_JOHAB),कोरियाई (_JOHAB)
365,"This box can be used to specify the units of the final amount of the substance. e. g. grams, pounds, etc.",यह तत्व का स्पेक्ट्रम है
366,"and that everyone shall have in his account only that which he worked for,",और यह कि मनुष्य के लिए बस वही है जिसके लिए उसने प्रयास किया;
367,"It won't affect our abilities, just our appearance.","यह हमारी क्षमताओं का प्रभाव नहीं है, बस अपनी उपस्थिति देंगे."
368,Delivering a message.,फिर पेश करती है याददिहानी
369,Mark Message as & New,संदेश को नया चिह्नित करें (N)
370,"Remember when We made a covenant with the Children of Israel, ""Worship none but God and be good to your parents and to relatives and orphans and the needy. And speak kindly to people. Attend to your prayers and pay the zakat [prescribed alms]."" But with the exception of a few, you turned away [in aversion] and paid no heed.",और (वह वक्त याद करो) जब हमने बनी ईसराइल से (जो तुम्हारे बुर्जुग़ थे) अहद व पैमान लिया था कि खुदा के सिवा किसी की इबादत न करना और माँ बाप और क़राबतदारों और यतीमों और मोहताजों के साथ अच्छे सुलूक करना और लोगों के साथ अच्छी तरह (नरमी) से बातें करना और बराबर नमाज़ पढ़ना और ज़कात देना फिर तुममें से थोड़े आदिमियों के सिवा (सब के सब) फिर गए और तुम लोग हो ही इक़रार से मुँह फेरने वाले
371,"and the angels will stand on the sides, with eight of them bearing aloft the Throne of your Lord on that Day.",और तुम्हारे परवरदिगार के अर्श को उस दिन आठ फ़रिश्ते अपने सरों पर उठाए होंगे
372,"Author (read, create)","लेखक (पढे, बनायें)"
373,Failed to decrypt MIME part: protocol error,MIME हिस्से के विगोपन में विफल: प्रोटोकाल त्रुटि
374,"Saying: ""Restore to me the Servants of Allah: I am to you an messenger worthy of all trust;",(और कहा) कि ख़ुदा के बन्दों (बनी इसराईल) को मेरे हवाले कर दो मैं (ख़ुदा की तरफ से) तुम्हारा एक अमानतदार पैग़म्बर हूँ
375,Did We give them a Scripture before this to which they are holding fast?,या हमने उनको उससे पहले कोई किताब दी थी कि ये लोग उसे मज़बूत थामें हुए हैं
376,Mr. President?,अध्यक्ष महोदय?
377,Odessa is a better game. Really.,ओडेसा एक बढ़िया खेल है. सच में.
378,"In order to confirm the truth and nullify falsehood, even though the guilty dislike it.","ताकि सत्य को सत्य कर दिखाए और असत्य को असत्य, चाहे अपराधियों को कितना ही अप्रिय लगे"
379,And the Day when We will raise from every nation an army that denies Our signs – so the former groups will be held back for the latter to join them.,और (उस दिन को याद करो) जिस दिन हम हर उम्मत से एक ऐसे गिरोह को जो हमारी आयतों को झुठलाया करते थे (ज़िन्दा करके) जमा करेंगे फिर उन की टोलियाँ अलहदा अलहदा करेंगे
380,"Hey, wait a minute.","अरे, एक मिनट रुको."
381,"Alas, you love the fleeting life.",मगर (लोगों) हक़ तो ये है कि तुम लोग दुनिया को दोस्त रखते हो
382,It's one big baby con-spy-racy!,यह बच्चों की एक बहुत बड़ी साज़िश है!
383,Parana,परानाbrazil. kgm
384,Could not delete folder '%s': %s,'%s' फ़ोल्डर विलोपित नहीं कर सकता है: %s
385,This message is not signed. There is no guarantee that this message is authentic.,यह संदेश हस्ताक्षरित नहीं है. इसकी कोई गारंटी नहीं है कि यह संदेश सत्यापित है.
386,FRANCK:,FRANCK:
387,"So remember Me, and I will remember you. And thank Me, and do not be ungrateful.","अतः तुम मुझे याद रखो, मैं भी तुम्हें याद रखूँगा। और मेरा आभार स्वीकार करते रहना, मेरे प्रति अकृतज्ञता न दिखलाना"
388,_Read,पढ़ें (_R)
389,"And you will surely know [the truth of] its information after a time.""",और कुछ दिनों बाद तुमको इसकी हक़ीकत मालूम हो जाएगी
390,-Yes,-हाँ
391,What are you saying?,आप क्या कह रहे हैं?
392,Draw lines and +/- expanders.,पंक्ति खींचें और +/- विस्तारक.
393,"Is not He (better than your so-called gods) Who originates creation, and shall thereafter repeat it, and Who provides for you from heaven and earth? Is there any ilah (god) with Allah? Say, ""Bring forth your proofs, if you are truthful.""","या वह जो सृष्टि का आरम्भ करता है, फिर उसकी पुनरावृत्ति भी करता है, और जो तुमको आकाश और धरती से रोज़ी देता है? क्या अल्लाह के साथ कोई और प्रभ पूज्य है? कहो, ""लाओ अपना प्रमाण, यदि तुम सच्चे हो।"""
394,%a %m/%d/%Y %I:%M %p,%a %m/%d/%Y %I:%M %p
395,"He's got that perverted sense of honour, reckless sense of confrontation, they love that.","वह सम्मान की कि विकृत भावना मिल गया है, टकराव की लापरवाह भावना, वे कहते हैं कि प्यार."
396,Find Previous,पिछला ढूंढें
397,Who goes there?,वहाँ कौन है?
398,"Who know that they have to meet their Lord, and that it is to Him they are to return.",कि वह अपने परवरदिगार की बारगाह में हाज़िर होंगे और ज़रूर उसकी तरफ लौट जाएँगे
399,"1.4x3.5in, 36x89mm (Large address)","1. 4x3. 5in, 36x89mm (बड़ा पता)"
400,Show the title column,सिर्फ शीर्षक कॉलम दिखाएँ
401,Atlantic/Reykjavik,एटलांटिक/रीक्याज्विक
402,Sheet Feeder,शीट फीडर
403,"on the Day when consciences are examined,",जिस दिन दिलों के भेद जाँचे जाएँगे
404,A_dd Attachment...,संलग्नक जोड़ें (_A)...
405,Sometimes.,कभी कभी।
406,No Notes,कोई टिप्पणी नहीं
407,Monthly estimates,मासिक प्राक्कलन
408,An error occurred while writing to disc,डिस्क में लिखने के दौरान त्रुटि आई
409,I know them well.,मैं उन्हें अच्छी तरह से पता है।
410,"But those who are faithless and deny Our signs, they shall be the inmates of the Fire and they shall remain in it [forever].","और जिन लोगों ने इनकार किया और हमारी आयतों को झुठलाया, वहीं आग में पड़नेवाले हैं, वे उसमें सदैव रहेंगे"
411,Rwanda,रवांडा
412,"And Allah did not bestow this victory except for your happiness, and only that your hearts may attain peace with it; and there is no help except from Allah, the Almighty, the Wise.",और ताकि इससे तुम्हारे दिल की ढारस हो और (ये तो ज़ाहिर है कि) मदद जब होती है तो ख़ुदा ही की तरफ़ से जो सब पर ग़ालिब (और) हिकमत वाला है
413,I'm going to sleep.,मैं सोने जा रहा हूँ.
414,Program directory '%s' is not local,प्रोग्राम निर्देशिका से. है नहीं स्थानीय
415,What do you know what the Day of Judgement is?,और तुम्हें क्या मालूम कि वह फ़ैसले का दिन क्या है? -
416,RSVP,संपर्क करें
417,Finishing…,समाप्त कर रहा है...
418,"And Moosa prayed, “Our Lord! You have given Firaun and his chiefs adornment and wealth in the life of this world, our Lord, that they may lead astray from Your path; our Lord! Destroy their riches and harden their hearts so that they may not accept faith until they witness the painful punishment.”","मूसा ने कहा, ""हमारे रब! तूने फ़िरऔन और उसके सरदारों को सांसारिक जीवन में शोभा-सामग्री और धन दिए है, हमारे रब, इसलिए कि वे तेरे मार्ग से भटकाएँ! हमारे रब, उनके धन नष्ट कर दे और उनके हृदय कठोर कर दे कि वे ईमान न लाएँ, ताकि वे दुखद यातना देख लें।"""
419,Hearts on that Day will be throbbing;,"कितने ही दिल उस दिन काँप रहे होंगे,"
420,Connection closed by remote host.,रिमोट होस्ट द्वारा कनेक्शन बन्द किया गया.
421,So?,तो?
422,Then We shall deliver those that feared Allah and leave the wrong-doers there on their knees.,फिर हम परहेज़गारों को बचाएँगे और नाफ़रमानों को घुटने के भल उसमें छोड़ देंगे
423,"Or, has He daughters, and they sons?",या उस (अल्लाह) के लिए बेटियाँ है और तुम्हारे अपने लिए बेटे?
424,Usage: %1INVITE < nick > [channel],उपयोग: INVITE <\ �\ �\ �\ �\ �\ �\ �\ �\ � > [चैनल]
